"AUC","Brier","EPV","P","rho","beta_pattern","sim","model","lambda"
0.897190398195303,1.1350428232,10,8,0.5,"equal",2,"Random Forest",NA
0.895213887960851,1.1143740368,10,8,0.5,"equal",3,"Random Forest",NA
0.897826389846453,1.1340668376,10,8,0.5,"equal",4,"Random Forest",NA
0.909096580027447,1.1193223656,10,8,0.5,"equal",5,"Random Forest",NA
0.905015927363096,1.1527883248,10,8,0.5,"equal",6,"Random Forest",NA
0.904373698796939,1.0292173752,10,8,0.5,"equal",7,"Random Forest",NA
0.898641386034651,1.1432995316,10,8,0.5,"equal",8,"Random Forest",NA
0.907652320897485,1.0872596684,10,8,0.5,"equal",9,"Random Forest",NA
0.907367340999709,1.0944066076,10,8,0.5,"equal",10,"Random Forest",NA
0.815956654261027,1.281026102,10,8,0.5,"strong",1,"Random Forest",NA
0.821483341606027,1.0955255612,10,8,0.5,"strong",2,"Random Forest",NA
0.824995287963058,1.2296766452,10,8,0.5,"strong",3,"Random Forest",NA
0.811181572025366,1.1492134736,10,8,0.5,"strong",4,"Random Forest",NA
0.815887590542014,1.1795915472,10,8,0.5,"strong",5,"Random Forest",NA
0.83285836139622,1.2687073816,10,8,0.5,"strong",6,"Random Forest",NA
0.826735709110854,1.2653556528,10,8,0.5,"strong",7,"Random Forest",NA
0.822173366494958,1.183330726,10,8,0.5,"strong",8,"Random Forest",NA
0.832200641208691,1.222177172,10,8,0.5,"strong",9,"Random Forest",NA
0.834417404977011,1.0744000656,10,8,0.5,"strong",10,"Random Forest",NA
0.806889561089461,1.1344064376,10,8,0.5,"noise",1,"Random Forest",NA
0.794585029114814,1.1188153508,10,8,0.5,"noise",2,"Random Forest",NA
0.802125192519252,1.1505148744,10,8,0.5,"noise",3,"Random Forest",NA
0.799459731057166,1.0960821052,10,8,0.5,"noise",4,"Random Forest",NA
0.789951819980283,1.1710278484,10,8,0.5,"noise",5,"Random Forest",NA
0.779789861292804,1.1570001256,10,8,0.5,"noise",6,"Random Forest",NA
0.79430284973315,1.2612825856,10,8,0.5,"noise",7,"Random Forest",NA
0.781665849581174,1.1687461256,10,8,0.5,"noise",8,"Random Forest",NA
0.795282855017583,1.2264505384,10,8,0.5,"noise",9,"Random Forest",NA
0.779157418047584,1.0279138588,10,8,0.5,"noise",10,"Random Forest",NA
0.708231408111442,1.2364952556,10,8,0.5,"halfnoise",1,"Random Forest",NA
0.679496414806997,1.1877412192,10,8,0.5,"halfnoise",2,"Random Forest",NA
0.608531702747083,1.262977776,10,8,0.5,"halfnoise",3,"Random Forest",NA
0.707719672991825,1.2625812576,10,8,0.5,"halfnoise",4,"Random Forest",NA
0.682358409433638,1.2050810732,10,8,0.5,"halfnoise",5,"Random Forest",NA
0.693066992028897,1.1726643268,10,8,0.5,"halfnoise",6,"Random Forest",NA
0.683002316197917,1.3495999288,10,8,0.5,"halfnoise",7,"Random Forest",NA
0.682017381738174,1.2805461224,10,8,0.5,"halfnoise",8,"Random Forest",NA
0.688458143130433,1.2547449668,10,8,0.5,"halfnoise",9,"Random Forest",NA
0.698466152660157,1.2350231352,10,8,0.5,"halfnoise",10,"Random Forest",NA
0.746551975871131,1.1257380384,10,12,0,"equal",1,"Random Forest",NA
0.773202650928106,1.3444192368,10,12,0,"equal",2,"Random Forest",NA
0.756421204912315,1.251524562,10,12,0,"equal",3,"Random Forest",NA
0.783568929223231,1.1051420336,10,12,0,"equal",4,"Random Forest",NA
0.771961666809905,1.2996579088,10,12,0,"equal",5,"Random Forest",NA
0.776556028027607,1.243115504,10,12,0,"equal",6,"Random Forest",NA
0.76029204620678,1.2455043484,10,12,0,"equal",7,"Random Forest",NA
0.747764119659406,1.287203336,10,12,0,"equal",8,"Random Forest",NA
0.772427315830156,1.2313901196,10,12,0,"equal",9,"Random Forest",NA
0.766239809280419,1.1266724664,10,12,0,"equal",10,"Random Forest",NA
0.718465125363443,1.2120976892,10,12,0,"strong",1,"Random Forest",NA
0.724639227322139,1.16765522,10,12,0,"strong",2,"Random Forest",NA
0.711389263659888,1.3084318576,10,12,0,"strong",3,"Random Forest",NA
0.714618562609531,1.2073606996,10,12,0,"strong",4,"Random Forest",NA
0.723103111712022,1.2262413696,10,12,0,"strong",5,"Random Forest",NA
0.720735986832031,1.1916511672,10,12,0,"strong",6,"Random Forest",NA
0.70224606443598,1.2146707588,10,12,0,"strong",7,"Random Forest",NA
0.71099069911974,1.2688612708,10,12,0,"strong",8,"Random Forest",NA
0.732619793578142,1.209985708,10,12,0,"strong",9,"Random Forest",NA
0.729047119311407,1.1848095284,10,12,0,"strong",10,"Random Forest",NA
0.676009008328452,1.2022109268,10,12,0,"noise",1,"Random Forest",NA
0.671818915505793,1.3541864264,10,12,0,"noise",2,"Random Forest",NA
0.683791084659162,1.172406284,10,12,0,"noise",3,"Random Forest",NA
0.669737437687641,1.2009258356,10,12,0,"noise",4,"Random Forest",NA
0.671741925386519,1.176205762,10,12,0,"noise",5,"Random Forest",NA
0.688691092703522,1.2548878876,10,12,0,"noise",6,"Random Forest",NA
0.679993994499518,1.3050456076,10,12,0,"noise",7,"Random Forest",NA
0.65839833437335,1.2595655268,10,12,0,"noise",8,"Random Forest",NA
0.650019300694825,1.1729522776,10,12,0,"noise",9,"Random Forest",NA
0.662159922070408,1.2258449088,10,12,0,"noise",10,"Random Forest",NA
0.605575140705065,1.2193103016,10,12,0,"halfnoise",1,"Random Forest",NA
0.60444892004028,1.3265470152,10,12,0,"halfnoise",2,"Random Forest",NA
0.60376371612055,1.27233129,10,12,0,"halfnoise",3,"Random Forest",NA
0.628204832765868,1.3030749716,10,12,0,"halfnoise",4,"Random Forest",NA
0.632833302913186,1.1910891968,10,12,0,"halfnoise",5,"Random Forest",NA
0.603453051387681,1.317566826,10,12,0,"halfnoise",6,"Random Forest",NA
0.597846836174829,1.2254905824,10,12,0,"halfnoise",7,"Random Forest",NA
0.637079546988675,1.2515058164,10,12,0,"halfnoise",8,"Random Forest",NA
0.628460659918945,1.2203687912,10,12,0,"halfnoise",9,"Random Forest",NA
0.638813226704155,1.217488722,10,12,0,"halfnoise",10,"Random Forest",NA
0.944860692527066,1.059929134,10,12,0.5,"equal",1,"Random Forest",NA
0.942874629609089,1.1476462328,10,12,0.5,"equal",2,"Random Forest",NA
0.943255939034765,1.0803129256,10,12,0.5,"equal",3,"Random Forest",NA
0.94169917418268,1.1870029552,10,12,0.5,"equal",4,"Random Forest",NA
0.948285992019527,1.0904300048,10,12,0.5,"equal",5,"Random Forest",NA
0.940424563821074,1.0438275092,10,12,0.5,"equal",6,"Random Forest",NA
0.947001445105492,1.0688505556,10,12,0.5,"equal",7,"Random Forest",NA
0.945424046555426,1.0795372272,10,12,0.5,"equal",8,"Random Forest",NA
0.94618405577957,1.0451004148,10,12,0.5,"equal",9,"Random Forest",NA
0.946484653790146,1.1875926224,10,12,0.5,"equal",10,"Random Forest",NA
0.870400294022774,1.1676922884,10,12,0.5,"strong",1,"Random Forest",NA
0.872333392333392,1.174992008,10,12,0.5,"strong",2,"Random Forest",NA
0.872755511022044,1.1543554512,10,12,0.5,"strong",3,"Random Forest",NA
0.874593862218334,1.1731708772,10,12,0.5,"strong",4,"Random Forest",NA
0.87105387491775,1.1665861044,10,12,0.5,"strong",5,"Random Forest",NA
0.870318349363244,1.1430815564,10,12,0.5,"strong",6,"Random Forest",NA
0.876447388336957,1.1902958472,10,12,0.5,"strong",7,"Random Forest",NA
0.879844706444759,1.1228677576,10,12,0.5,"strong",8,"Random Forest",NA
0.872855215696941,1.1427243076,10,12,0.5,"strong",9,"Random Forest",NA
0.872870227022702,1.0639374436,10,12,0.5,"strong",10,"Random Forest",NA
0.880161238113113,1.2649287408,10,12,0.5,"noise",1,"Random Forest",NA
0.867954553265124,1.133733214,10,12,0.5,"noise",2,"Random Forest",NA
0.879838999737535,1.212170492,10,12,0.5,"noise",3,"Random Forest",NA
0.875119071907191,1.2109291308,10,12,0.5,"noise",4,"Random Forest",NA
0.873145792624464,1.1821384828,10,12,0.5,"noise",5,"Random Forest",NA
0.88455495492554,1.1521264412,10,12,0.5,"noise",6,"Random Forest",NA
0.882377305235628,1.1364390608,10,12,0.5,"noise",7,"Random Forest",NA
0.875465898656763,1.1956528772,10,12,0.5,"noise",8,"Random Forest",NA
0.874493466311529,1.1207343572,10,12,0.5,"noise",9,"Random Forest",NA
0.882521630726264,1.1588293316,10,12,0.5,"noise",10,"Random Forest",NA
0.761580326048778,1.1863392172,10,12,0.5,"halfnoise",1,"Random Forest",NA
0.782227533165965,1.1483528004,10,12,0.5,"halfnoise",2,"Random Forest",NA
0.773641438520793,1.1505650016,10,12,0.5,"halfnoise",3,"Random Forest",NA
0.77178979729903,1.1719656,10,12,0.5,"halfnoise",4,"Random Forest",NA
0.78620603188365,1.1124929056,10,12,0.5,"halfnoise",5,"Random Forest",NA
0.751485000617667,1.2157031504,10,12,0.5,"halfnoise",6,"Random Forest",NA
0.778522705904504,1.2156527292,10,12,0.5,"halfnoise",7,"Random Forest",NA
0.781123834341168,1.1776820404,10,12,0.5,"halfnoise",8,"Random Forest",NA
0.76519634049474,1.1658597288,10,12,0.5,"halfnoise",9,"Random Forest",NA
0.782011930973539,1.202492646,10,12,0.5,"halfnoise",10,"Random Forest",NA
0.676363026682105,1.2926094248,50,4,0,"equal",1,"Random Forest",NA
0.68662456157195,1.2093676984,50,4,0,"equal",2,"Random Forest",NA
0.674077802688143,1.2077382416,50,4,0,"equal",3,"Random Forest",NA
0.680814033005881,1.2453927448,50,4,0,"equal",4,"Random Forest",NA
0.675759623038492,1.2180564512,50,4,0,"equal",5,"Random Forest",NA
0.699321579321579,1.1390462208,50,4,0,"equal",6,"Random Forest",NA
0.681874204164188,1.1816072224,50,4,0,"equal",7,"Random Forest",NA
0.674891090762958,1.1580626556,50,4,0,"equal",8,"Random Forest",NA
0.677853791758365,1.1830453944,50,4,0,"equal",9,"Random Forest",NA
0.673277689519873,1.2291604444,50,4,0,"equal",10,"Random Forest",NA
0.714971477147715,1.2023139768,50,4,0,"strong",1,"Random Forest",NA
0.684646873023474,1.2531998844,50,4,0,"strong",2,"Random Forest",NA
0.690475674281068,1.1679571016,50,4,0,"strong",3,"Random Forest",NA
0.680739773024513,1.2134091092,50,4,0,"strong",4,"Random Forest",NA
0.696785461078868,1.2050396872,50,4,0,"strong",5,"Random Forest",NA
0.69801428626515,1.231217496,50,4,0,"strong",6,"Random Forest",NA
0.681608287672025,1.2156658924,50,4,0,"strong",7,"Random Forest",NA
0.707012856494895,1.1999366432,50,4,0,"strong",8,"Random Forest",NA
0.706873959998721,1.1361871104,50,4,0,"strong",9,"Random Forest",NA
0.706994303042953,1.243812012,50,4,0,"strong",10,"Random Forest",NA
0.581744364628764,1.3209704348,50,4,0,"noise",1,"Random Forest",NA
0.58231182133117,1.2456793264,50,4,0,"noise",2,"Random Forest",NA
0.574973073106715,1.2595138152,50,4,0,"noise",3,"Random Forest",NA
0.586317337933448,1.3596210732,50,4,0,"noise",4,"Random Forest",NA
0.582336582075214,1.303821316,50,4,0,"noise",5,"Random Forest",NA
0.561354293071844,1.2570380052,50,4,0,"noise",6,"Random Forest",NA
0.586270733379603,1.2136927792,50,4,0,"noise",7,"Random Forest",NA
0.592815011236128,1.2507655236,50,4,0,"noise",8,"Random Forest",NA
0.58266846812079,1.3093174004,50,4,0,"noise",9,"Random Forest",NA
0.57006301228006,1.2783210804,50,4,0,"noise",10,"Random Forest",NA
0.55347936804116,1.186945736,50,4,0,"halfnoise",1,"Random Forest",NA
0.572647638260285,1.2661588216,50,4,0,"halfnoise",2,"Random Forest",NA
0.572799275869654,1.279957766,50,4,0,"halfnoise",3,"Random Forest",NA
0.567044017222616,1.2719231396,50,4,0,"halfnoise",4,"Random Forest",NA
0.552846760587608,1.2266806736,50,4,0,"halfnoise",5,"Random Forest",NA
0.566151030584165,1.2551351752,50,4,0,"halfnoise",6,"Random Forest",NA
0.535073375660381,1.2588599632,50,4,0,"halfnoise",7,"Random Forest",NA
0.544662009720028,1.3065796712,50,4,0,"halfnoise",8,"Random Forest",NA
0.545535463524791,1.2572107296,50,4,0,"halfnoise",9,"Random Forest",NA
0.574919606327422,1.2322990204,50,4,0,"halfnoise",10,"Random Forest",NA
0.786903316456637,1.176867586,50,4,0.5,"equal",1,"Random Forest",NA
0.792061945122809,1.2176185768,50,4,0.5,"equal",2,"Random Forest",NA
0.781924645107943,1.2166688392,50,4,0.5,"equal",3,"Random Forest",NA
0.781571828078303,1.213147968,50,4,0.5,"equal",4,"Random Forest",NA
0.773161319134656,1.2253565724,50,4,0.5,"equal",5,"Random Forest",NA
0.793472606074458,1.2146127788,50,4,0.5,"equal",6,"Random Forest",NA
0.782699119414425,1.2074481452,50,4,0.5,"equal",7,"Random Forest",NA
0.785588022246028,1.1657310236,50,4,0.5,"equal",8,"Random Forest",NA
0.793936135744543,1.1449891568,50,4,0.5,"equal",9,"Random Forest",NA
0.792167055307422,1.1613273876,50,4,0.5,"equal",10,"Random Forest",NA
0.746264031581849,1.1963154128,50,4,0.5,"strong",1,"Random Forest",NA
0.758296064664582,1.230272718,50,4,0.5,"strong",2,"Random Forest",NA
0.761516611661166,1.198534064,50,4,0.5,"strong",3,"Random Forest",NA
0.746673296211562,1.2116572324,50,4,0.5,"strong",4,"Random Forest",NA
0.767989876479106,1.2677244976,50,4,0.5,"strong",5,"Random Forest",NA
0.73968490029967,1.2121158236,50,4,0.5,"strong",6,"Random Forest",NA
0.754765920762547,1.1897335428,50,4,0.5,"strong",7,"Random Forest",NA
0.761112223943412,1.2501610828,50,4,0.5,"strong",8,"Random Forest",NA
0.755512319403155,1.1418597048,50,4,0.5,"strong",9,"Random Forest",NA
0.76921939070369,1.2819014524,50,4,0.5,"strong",10,"Random Forest",NA
0.616733825636442,1.318931056,50,4,0.5,"noise",1,"Random Forest",NA
0.621922695738355,1.2777899636,50,4,0.5,"noise",2,"Random Forest",NA
0.62234360338483,1.203211644,50,4,0.5,"noise",3,"Random Forest",NA
0.632110861863348,1.1625949504,50,4,0.5,"noise",4,"Random Forest",NA
0.631690611377879,1.2098283608,50,4,0.5,"noise",5,"Random Forest",NA
0.627357233736936,1.2704951572,50,4,0.5,"noise",6,"Random Forest",NA
0.626400317356999,1.2953500588,50,4,0.5,"noise",7,"Random Forest",NA
0.644132673677062,1.1748984632,50,4,0.5,"noise",8,"Random Forest",NA
0.631652625266105,1.27583823,50,4,0.5,"noise",9,"Random Forest",NA
0.657533393339334,1.195971758,50,4,0.5,"noise",10,"Random Forest",NA
0.577835945375126,1.3231650436,50,4,0.5,"halfnoise",1,"Random Forest",NA
0.580069721743044,1.3060590692,50,4,0.5,"halfnoise",2,"Random Forest",NA
0.589241683175149,1.3830772788,50,4,0.5,"halfnoise",3,"Random Forest",NA
0.579491868617073,1.2724388192,50,4,0.5,"halfnoise",4,"Random Forest",NA
0.591617751929563,1.335316748,50,4,0.5,"halfnoise",5,"Random Forest",NA
0.595537204186893,1.2757569904,50,4,0.5,"halfnoise",6,"Random Forest",NA
0.583276975209374,1.343655468,50,4,0.5,"halfnoise",7,"Random Forest",NA
0.593103276274871,1.316992774,50,4,0.5,"halfnoise",8,"Random Forest",NA
0.567738121350054,1.2375579856,50,4,0.5,"halfnoise",9,"Random Forest",NA
0.589786820428639,1.3027149056,50,4,0.5,"halfnoise",10,"Random Forest",NA
0.752349414941494,1.2360929304,50,8,0,"equal",1,"Random Forest",NA
0.769202385823706,1.1964205536,50,8,0,"equal",2,"Random Forest",NA
0.766013780428626,1.1935091604,50,8,0,"equal",3,"Random Forest",NA
0.76398818395989,1.1862715488,50,8,0,"equal",4,"Random Forest",NA
0.764551842722017,1.1668895828,50,8,0,"equal",5,"Random Forest",NA
0.76005533361992,1.2085635112,50,8,0,"equal",6,"Random Forest",NA
0.770010096752477,1.224801668,50,8,0,"equal",7,"Random Forest",NA
0.755197962350505,1.236113834,50,8,0,"equal",8,"Random Forest",NA
0.765252789761785,1.2264908748,50,8,0,"equal",9,"Random Forest",NA
0.762560343862007,1.2057965668,50,8,0,"equal",10,"Random Forest",NA
0.734138398911262,1.262900626,50,8,0,"strong",1,"Random Forest",NA
0.725830183951425,1.1639217092,50,8,0,"strong",2,"Random Forest",NA
0.72394355272792,1.2369808804,50,8,0,"strong",3,"Random Forest",NA
0.734858640322935,1.1701363616,50,8,0,"strong",4,"Random Forest",NA
0.731551640709941,1.1871727436,50,8,0,"strong",5,"Random Forest",NA
0.72761062616689,1.2037297804,50,8,0,"strong",6,"Random Forest",NA
0.717716104608768,1.1960469984,50,8,0,"strong",7,"Random Forest",NA
0.732231530418149,1.2414127016,50,8,0,"strong",8,"Random Forest",NA
0.726020548486367,1.2105227388,50,8,0,"strong",9,"Random Forest",NA
0.716578892868014,1.2187308784,50,8,0,"strong",10,"Random Forest",NA
0.662698846031815,1.2268597104,50,8,0,"noise",1,"Random Forest",NA
0.644127718970134,1.2127278756,50,8,0,"noise",2,"Random Forest",NA
0.649785556568905,1.2539707796,50,8,0,"noise",3,"Random Forest",NA
0.649739334721196,1.2112970104,50,8,0,"noise",4,"Random Forest",NA
0.67127418463372,1.1676508016,50,8,0,"noise",5,"Random Forest",NA
0.66108131510176,1.1980767732,50,8,0,"noise",6,"Random Forest",NA
0.65541752824565,1.217998958,50,8,0,"noise",7,"Random Forest",NA
0.639272200571954,1.2568464556,50,8,0,"noise",8,"Random Forest",NA
0.660337150885497,1.2343128984,50,8,0,"noise",9,"Random Forest",NA
0.667743095364753,1.2945498908,50,8,0,"noise",10,"Random Forest",NA
0.598881235820998,1.2471683608,50,8,0,"halfnoise",1,"Random Forest",NA
0.613418587286005,1.2626991236,50,8,0,"halfnoise",2,"Random Forest",NA
0.598027832134551,1.2191666756,50,8,0,"halfnoise",3,"Random Forest",NA
0.600318161572737,1.2779025748,50,8,0,"halfnoise",4,"Random Forest",NA
0.619197587259878,1.2632856736,50,8,0,"halfnoise",5,"Random Forest",NA
0.611564881470216,1.2306042284,50,8,0,"halfnoise",6,"Random Forest",NA
0.627731373181423,1.2933446728,50,8,0,"halfnoise",7,"Random Forest",NA
0.611333885984461,1.251711618,50,8,0,"halfnoise",8,"Random Forest",NA
0.604305627640691,1.1994422596,50,8,0,"halfnoise",9,"Random Forest",NA
0.590550492230118,1.2699621448,50,8,0,"halfnoise",10,"Random Forest",NA
0.906957630474697,1.1247622836,50,8,0.5,"equal",1,"Random Forest",NA
0.904792879405686,1.0708021832,50,8,0.5,"equal",2,"Random Forest",NA
0.906833605840392,1.1169392392,50,8,0.5,"equal",3,"Random Forest",NA
0.908144636325785,1.0751118188,50,8,0.5,"equal",4,"Random Forest",NA
0.90957907574585,1.1501986124,50,8,0.5,"equal",5,"Random Forest",NA
0.90800114138519,1.128042474,50,8,0.5,"equal",6,"Random Forest",NA
0.91164703266059,1.1003338576,50,8,0.5,"equal",7,"Random Forest",NA
0.912820502663302,1.111447548,50,8,0.5,"equal",8,"Random Forest",NA
0.900935537554785,1.0972983632,50,8,0.5,"equal",9,"Random Forest",NA
0.906178758860142,1.1747599736,50,8,0.5,"equal",10,"Random Forest",NA
0.830529429257423,1.1897329176,50,8,0.5,"strong",1,"Random Forest",NA
0.836560723291865,1.1303481476,50,8,0.5,"strong",2,"Random Forest",NA
0.83769584313349,1.1917689764,50,8,0.5,"strong",3,"Random Forest",NA
0.839356205138162,1.1158195728,50,8,0.5,"strong",4,"Random Forest",NA
0.8355450389953,1.173117602,50,8,0.5,"strong",5,"Random Forest",NA
0.833849133415861,1.1139450332,50,8,0.5,"strong",6,"Random Forest",NA
0.820293764700235,1.183171796,50,8,0.5,"strong",7,"Random Forest",NA
0.841170746314245,1.177068434,50,8,0.5,"strong",8,"Random Forest",NA
0.833178799416523,1.1999854616,50,8,0.5,"strong",9,"Random Forest",NA
0.829121374613554,1.1908261916,50,8,0.5,"strong",10,"Random Forest",NA
0.81061671264964,1.1819467016,50,8,0.5,"noise",1,"Random Forest",NA
0.811221235422206,1.1642320248,50,8,0.5,"noise",2,"Random Forest",NA
0.799849314424034,1.169487956,50,8,0.5,"noise",3,"Random Forest",NA
0.803797909469004,1.1764034616,50,8,0.5,"noise",4,"Random Forest",NA
0.801667875373468,1.2328028132,50,8,0.5,"noise",5,"Random Forest",NA
0.800305788048926,1.1921684492,50,8,0.5,"noise",6,"Random Forest",NA
0.804779604069931,1.215328706,50,8,0.5,"noise",7,"Random Forest",NA
0.797039843798001,1.1471404948,50,8,0.5,"noise",8,"Random Forest",NA
0.804995428185187,1.2170625128,50,8,0.5,"noise",9,"Random Forest",NA
0.80597318013794,1.1673436088,50,8,0.5,"noise",10,"Random Forest",NA
0.694060567180208,1.2420424696,50,8,0.5,"halfnoise",1,"Random Forest",NA
0.706702427560689,1.2146493228,50,8,0.5,"halfnoise",2,"Random Forest",NA
0.701613691653775,1.2079563236,50,8,0.5,"halfnoise",3,"Random Forest",NA
0.700689108377601,1.232970376,50,8,0.5,"halfnoise",4,"Random Forest",NA
0.706907242152778,1.234264224,50,8,0.5,"halfnoise",5,"Random Forest",NA
0.702091614776832,1.1895882228,50,8,0.5,"halfnoise",6,"Random Forest",NA
0.698245426868538,1.1751174664,50,8,0.5,"halfnoise",7,"Random Forest",NA
0.708184732952916,1.2177081364,50,8,0.5,"halfnoise",8,"Random Forest",NA
0.701228205735291,1.2682228812,50,8,0.5,"halfnoise",9,"Random Forest",NA
0.708782110821111,1.2133023336,50,8,0.5,"halfnoise",10,"Random Forest",NA
0.793780939405502,1.2203636896,50,12,0,"equal",1,"Random Forest",NA
0.788878875064878,1.186590636,50,12,0,"equal",2,"Random Forest",NA
0.805960094374768,1.1970114488,50,12,0,"equal",3,"Random Forest",NA
0.799146583261013,1.158833844,50,12,0,"equal",4,"Random Forest",NA
0.799583978645665,1.204392292,50,12,0,"equal",5,"Random Forest",NA
0.796169142089115,1.1855278404,50,12,0,"equal",6,"Random Forest",NA
0.796616879339211,1.1705532336,50,12,0,"equal",7,"Random Forest",NA
0.793797469093688,1.1847364548,50,12,0,"equal",8,"Random Forest",NA
0.802689745459201,1.2000959572,50,12,0,"equal",9,"Random Forest",NA
0.789728342266356,1.1707904784,50,12,0,"equal",10,"Random Forest",NA
0.749171962144807,1.177700134,50,12,0,"strong",1,"Random Forest",NA
0.747848525783111,1.2481284548,50,12,0,"strong",2,"Random Forest",NA
0.750071029572909,1.2294932928,50,12,0,"strong",3,"Random Forest",NA
0.733200780134749,1.2101501912,50,12,0,"strong",4,"Random Forest",NA
0.747909373907074,1.1844956776,50,12,0,"strong",5,"Random Forest",NA
0.730927028203571,1.2172634476,50,12,0,"strong",6,"Random Forest",NA
0.736783444203991,1.1924554784,50,12,0,"strong",7,"Random Forest",NA
0.746388352066901,1.2335433556,50,12,0,"strong",8,"Random Forest",NA
0.740338908802868,1.2015615352,50,12,0,"strong",9,"Random Forest",NA
0.738399289654794,1.186314412,50,12,0,"strong",10,"Random Forest",NA
0.697450993076276,1.2380523008,50,12,0,"noise",1,"Random Forest",NA
0.68782229237599,1.2069286128,50,12,0,"noise",2,"Random Forest",NA
0.710573660327935,1.2541842852,50,12,0,"noise",3,"Random Forest",NA
0.69416745314785,1.2583872508,50,12,0,"noise",4,"Random Forest",NA
0.700622013219146,1.1869750404,50,12,0,"noise",5,"Random Forest",NA
0.695845950454216,1.2108201972,50,12,0,"noise",6,"Random Forest",NA
0.69446233765735,1.1895716404,50,12,0,"noise",7,"Random Forest",NA
0.696769231883277,1.1931273664,50,12,0,"noise",8,"Random Forest",NA
0.701097721810815,1.1843197568,50,12,0,"noise",9,"Random Forest",NA
0.705083832813413,1.2265678304,50,12,0,"noise",10,"Random Forest",NA
0.638265996048681,1.2697086976,50,12,0,"halfnoise",1,"Random Forest",NA
0.651019214238212,1.2350438776,50,12,0,"halfnoise",2,"Random Forest",NA
0.632796264493432,1.2332930696,50,12,0,"halfnoise",3,"Random Forest",NA
0.658435955952948,1.2162660308,50,12,0,"halfnoise",4,"Random Forest",NA
0.654818739172091,1.194212874,50,12,0,"halfnoise",5,"Random Forest",NA
0.656096362025569,1.2212574268,50,12,0,"halfnoise",6,"Random Forest",NA
0.65414389460837,1.3003843552,50,12,0,"halfnoise",7,"Random Forest",NA
0.643845430992716,1.239202586,50,12,0,"halfnoise",8,"Random Forest",NA
0.652324109710982,1.2672695184,50,12,0,"halfnoise",9,"Random Forest",NA
0.649034567473676,1.2093267168,50,12,0,"halfnoise",10,"Random Forest",NA
0.949242237329715,1.1159051416,50,12,0.5,"equal",1,"Random Forest",NA
0.945698710688023,1.09384654,50,12,0.5,"equal",2,"Random Forest",NA
0.945904498860964,1.0703527672,50,12,0.5,"equal",3,"Random Forest",NA
0.949174366108121,1.110912418,50,12,0.5,"equal",4,"Random Forest",NA
0.949466707658693,1.0892827512,50,12,0.5,"equal",5,"Random Forest",NA
0.950190391479577,1.1152991512,50,12,0.5,"equal",6,"Random Forest",NA
0.947597519751975,1.0972830248,50,12,0.5,"equal",7,"Random Forest",NA
0.947080981951242,1.0984601032,50,12,0.5,"equal",8,"Random Forest",NA
0.952330896855784,1.10009093,50,12,0.5,"equal",9,"Random Forest",NA
0.947884588458846,1.0722460684,50,12,0.5,"equal",10,"Random Forest",NA
0.879153789536423,1.1069140448,50,12,0.5,"strong",1,"Random Forest",NA
0.883265708838677,1.142102472,50,12,0.5,"strong",2,"Random Forest",NA
0.886315454634296,1.1264176528,50,12,0.5,"strong",3,"Random Forest",NA
0.878073530530013,1.1287576328,50,12,0.5,"strong",4,"Random Forest",NA
0.88174098541134,1.1351216704,50,12,0.5,"strong",5,"Random Forest",NA
0.883927972404899,1.1474550792,50,12,0.5,"strong",6,"Random Forest",NA
0.884356361497018,1.1704614748,50,12,0.5,"strong",7,"Random Forest",NA
0.880975585149798,1.1574766944,50,12,0.5,"strong",8,"Random Forest",NA
0.8798315178791,1.132497946,50,12,0.5,"strong",9,"Random Forest",NA
0.879467581157721,1.131351934,50,12,0.5,"strong",10,"Random Forest",NA
0.878222015909016,1.1190355828,50,12,0.5,"noise",1,"Random Forest",NA
0.881156888744652,1.1295120292,50,12,0.5,"noise",2,"Random Forest",NA
0.880807523639592,1.1675755856,50,12,0.5,"noise",3,"Random Forest",NA
0.882305499233249,1.1672746836,50,12,0.5,"noise",4,"Random Forest",NA
0.884440297168517,1.0975951828,50,12,0.5,"noise",5,"Random Forest",NA
0.881577301052368,1.1397499592,50,12,0.5,"noise",6,"Random Forest",NA
0.881401087329469,1.114841054,50,12,0.5,"noise",7,"Random Forest",NA
0.886902321825744,1.1635019944,50,12,0.5,"noise",8,"Random Forest",NA
0.882421035961832,1.1350225112,50,12,0.5,"noise",9,"Random Forest",NA
0.88567253726867,1.1105731064,50,12,0.5,"noise",10,"Random Forest",NA
0.774645658460989,1.2041332112,50,12,0.5,"halfnoise",1,"Random Forest",NA
0.7725430334506,1.206460098,50,12,0.5,"halfnoise",2,"Random Forest",NA
0.777468934983734,1.21963997,50,12,0.5,"halfnoise",3,"Random Forest",NA
0.783574302250692,1.186028108,50,12,0.5,"halfnoise",4,"Random Forest",NA
0.778223612238702,1.1978955468,50,12,0.5,"halfnoise",5,"Random Forest",NA
0.784108682764412,1.1930291992,50,12,0.5,"halfnoise",6,"Random Forest",NA
0.786308034479845,1.222188226,50,12,0.5,"halfnoise",7,"Random Forest",NA
0.780023685490669,1.188544862,50,12,0.5,"halfnoise",8,"Random Forest",NA
0.785268685913931,1.2200660328,50,12,0.5,"halfnoise",9,"Random Forest",NA
0.779752476631863,1.1581404112,50,12,0.5,"halfnoise",10,"Random Forest",NA
